Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
9,X170,P.S. 170 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Scope,In-Progress,3/27/2025,7/28/2025,,4531,4531.00,793.00,DSF0001087591
9,X170,P.S. 170 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Design,PNS,PNS,PNS,PNS,18123,18123.00,3171.00,DSF0001087591
9,X170,P.S. 170 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,PNS,PNS,PNS,260518,260518.00,0.00,DSF0001087591
9,X170,P.S. 170 - BRONX,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,PNS,PNS,PNS,66828,66828.00,0.00,DSF0001087591
9,X170,P.S. 170 - BRONX,DOE - RESOA,FY21 RESO A LIBRARY UPGRADE,Construction,Complete,9/26/2023,DOER,12/21/2023,DOER,199056.00,,DSF0001007904
9,X170,P.S. 170 - BRONX,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,7/8/2024,DOER,,DOER,17781.00,0.00,DSF0001086786
9,X172,P.S. 11 - BRONX,SCA CIP,ROOFS / EXTERIOR MASONRY,Scope,Complete,12/7/2023,4/24/2024,11/6/2024,35829,54637.00,54637.00,"DSF0001081884, DSF0001137514"
9,X172,P.S. 11 - BRONX,SCA CIP,ROOFS / EXTERIOR MASONRY,Design,In-Progress,12/4/2024,5/7/2025,,173374,173374.00,18536.00,"DSF0001081884, DSF0001137514"
9,X172,P.S. 11 - BRONX,SCA CIP,ROOFS / EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,3364053,3364053.00,3780.00,"DSF0001081884, DSF0001137514"
9,X172,P.S. 11 - BRONX,SCA CIP,ROOFS / EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,256578,256578.00,21564.00,"DSF0001081884, DSF0001137514"
9,X172,P.S. 11 - BRONX,DOE - RESOA,FY21 RESO A PA SYSTEM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,300000.00,0.00,DSF0001007912
9,X173,P.S. 236 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Scope,In-Progress,3/5/2025,7/3/2025,,4207,4207.00,466.00,DSF0001087592
9,X173,P.S. 236 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Design,PNS,PNS,PNS,PNS,16828,16828.00,1865.00,DSF0001087592
9,X173,P.S. 236 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,PNS,PNS,PNS,241909,241909.00,0.00,DSF0001087592
9,X173,P.S. 236 - BRONX,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,PNS,PNS,PNS,62055,62055.00,0.00,DSF0001087592
9,X229,I.S. 229 - BRONX,SCA IEH,PO18-SPACE ID: 2154 CLASSROOM 154 TEST AND ABATE DAMAGED 12' X 12' FLOOR TILES STORAGE ROOM,Construction,Complete,11/22/2024,IEH,12/27/2024,IEH,5049.00,1299.00,SCA0000073636
9,X229,THE NEW AMERICAN ACADEMY AT ROBERTO CLEMENT STATE PARK - BRONX,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,175000.00,0.00,DSF0001113399
9,X235,P.S./I.S. 218 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,2/9/2023,6/9/2023,3/15/2023,4440,5215.00,5215.00,DSF0001034647
9,X235,P.S./I.S. 218 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/15/2023,9/8/2023,5/3/2023,19980,20859.00,20859.00,DSF0001034647
9,X235,P.S./I.S. 218 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,12/12/2023,12/10/2024,,257520,229765.00,2648.00,DSF0001034647
9,X235,P.S./I.S. 218 - BRONX,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,12/12/2023,12/10/2024,,148396,127518.00,123177.00,DSF0001034647
9,X235,P.S./I.S. 218 - BRONX,DOE - RESOA,FY24 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,2/15/2024,DOER,,DOER,446000.00,0.00,DSF0001086806
9,X236,GARDEN OF LEARNING AND DISCOVERY PRE-K CENTER,SCA CIP,PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,7/8/2022,11/23/2022,7/25/2023,32629,61781.00,61734.00,"DSF0001031545, DSF0001031546, DSF0001031547"
9,X236,GARDEN OF LEARNING AND DISCOVERY PRE-K CENTER,SCA CIP,PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,Complete,9/7/2023,2/12/2024,4/10/2024,146829,90479.00,81970.00,"DSF0001031545, DSF0001031546, DSF0001031547"
9,X236,GARDEN OF LEARNING AND DISCOVERY PRE-K CENTER,SCA CIP,PARAPETS / WINDOWS / EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,1892461,1892461.00,41485.00,"DSF0001031545, DSF0001031546, DSF0001031547"
9,X236,GARDEN OF LEARNING AND DISCOVERY PRE-K CENTER,SCA CIP,PARAPETS / WINDOWS / EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,350758,350758.00,40902.00,"DSF0001031545, DSF0001031546, DSF0001031547"
9,X240,I.S. 327 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001036278
9,X240,I.S. 327 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001036278
9,X240,I.S. 327 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001036278
9,X240,I.S. 327 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001036278
9,X240,I.S. 327 - BRONX,DOE - RESOA,FY23 RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,91538.00,0.00,DSF0001036277
9,X256,HARRIET TUBMAN CHARTER SCHOOL - BRONX,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,100000.00,0.00,DSF0001007924
9,X285,THE HIGHBRIDGE GREEN SCHOOL,DIIT - Project Connect,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,11/1/2019,DIIT,,DIIT,203732.00,0.00,DSF0000960379
9,X285,THE HIGHBRIDGE GREEN SCHOOL,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,2/12/2024,DIIR,10/3/2024,DIIR,100000.00,100000.00,DSF0001086809
9,X285,THE HIGHBRIDGE GREEN SCHOOL,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,150000.00,0.00,DSF0001113400
9,X285,THE HIGHBRIDGE GREEN SCHOOL,DOE - RESOA,FY23 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,50000.00,0.00,DSF0001036279
9,X285,THE HIGHBRIDGE GREEN SCHOOL,DOE - RESOA,FY25 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,375000.00,0.00,DSF0001113430
9,X285,THE HIGHBRIDGE GREEN SCHOOL,DOE - RESOA,FY25 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,375000.00,0.00,DSF0001113817
9,X285,THE HIGHBRIDGE GREEN SCHOOL,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,7/22/2024,DOES,,DOES,50832.00,0.00,DSF0001084873
9,X338,P.S. 204 - BRONX,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,4/14/2023,DIIR,,DIIR,300000.00,0.00,DSF0001034080
9,X338,P.S. 204 - BRONX,DOE - RESOA,FY22 RESO A ROOM CONVERSION,Construction,In-Progress,5/19/2023,DOER,,DOER,49698.00,0.00,DSF0001034081
9,X400,BRONX INTERNATIONAL - BRONX,SCA CIP,TOWER TERRA COTTA REPLACEMENT / FLOOD ELIMINATION / ROOFS / WINDOWS / INTERIOR SPACES,Scope,Complete,9/18/2014,2/6/2015,2/6/2015,586154,423666.00,408074.00,"DSF0000800334, DSF0000842000, DSF0000844751, DSF0000844752, DSF0000844753"
9,X400,BRONX INTERNATIONAL - BRONX,SCA CIP,TOWER TERRA COTTA REPLACEMENT / FLOOD ELIMINATION / ROOFS / WINDOWS / INTERIOR SPACES,Design,Complete,7/29/2016,1/3/2017,5/15/2017,2327215,2062053.00,1726243.00,"DSF0000800334, DSF0000842000, DSF0000844751, DSF0000844752, DSF0000844753"
9,X400,BRONX INTERNATIONAL - BRONX,SCA CIP,TOWER TERRA COTTA REPLACEMENT / FLOOD ELIMINATION / ROOFS / WINDOWS / INTERIOR SPACES,Construction,In-Progress,7/24/2017,12/9/2021,,42073721,43023097.00,38685933.00,"DSF0000800334, DSF0000842000, DSF0000844751, DSF0000844752, DSF0000844753"
9,X400,BRONX INTERNATIONAL - BRONX,SCA CIP,TOWER TERRA COTTA REPLACEMENT / FLOOD ELIMINATION / ROOFS / WINDOWS / INTERIOR SPACES,"CM,F&E",In-Progress,7/24/2017,12/9/2021,,2961572,3249344.00,3176800.00,"DSF0000800334, DSF0000842000, DSF0000844751, DSF0000844752, DSF0000844753"
9,X400,MORRIS COLLAB HS TECH & HUMAN - X,SCA CIP,SCIENCE LAB UPGRADES / PATH OF TRAVEL SCIENCE LAB UPGRADES,Scope,Complete,11/24/2021,8/15/2023,9/8/2023,18702,41794.00,41794.00,"DSF0001004333, DSF0001085106"
9,X400,MORRIS COLLAB HS TECH & HUMAN - X,SCA CIP,SCIENCE LAB UPGRADES / PATH OF TRAVEL SCIENCE LAB UPGRADES,Design,Complete,9/11/2023,1/11/2024,12/15/2023,92656,138268.00,104410.00,"DSF0001004333, DSF0001085106"
9,X400,MORRIS COLLAB HS TECH & HUMAN - X,SCA CIP,SCIENCE LAB UPGRADES / PATH OF TRAVEL SCIENCE LAB UPGRADES,Construction,In-Progress,12/2/2024,5/5/2026,,2011105,1828984.00,9008.00,"DSF0001004333, DSF0001085106"
9,X400,MORRIS COLLAB HS TECH & HUMAN - X,SCA CIP,SCIENCE LAB UPGRADES / PATH OF TRAVEL SCIENCE LAB UPGRADES,"CM,F&E",In-Progress,12/2/2024,5/5/2026,,137296,82019.00,82019.00,"DSF0001004333, DSF0001085106"
9,X400,BRONX INTERNATIONAL - BRONX,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,Complete,10/29/2021,9/6/2022,10/11/2022,35710,199522.00,199522.00,"DSF0001032950, DSF0001034475"
9,X400,BRONX INTERNATIONAL - BRONX,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Design,Complete,10/12/2022,2/13/2023,12/22/2023,177477,412499.00,361265.00,"DSF0001032950, DSF0001034475"
9,X400,BRONX INTERNATIONAL - BRONX,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Construction,In-Progress,8/22/2024,8/11/2026,,3900656,3578481.00,65764.00,"DSF0001032950, DSF0001034475"
9,X400,BRONX INTERNATIONAL - BRONX,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL TCU REMOVAL/PLAYGROUND REDEVELOPMENT,"CM,F&E",In-Progress,8/22/2024,8/11/2026,,257995,203252.00,203252.00,"DSF0001032950, DSF0001034475"
9,X400,BRONX INTERNATIONAL - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A ROOM CONVERSION,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001034121
9,X400,BRONX INTERNATIONAL - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A ROOM CONVERSION,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001034121
9,X400,BRONX INTERNATIONAL - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001034121
9,X400,BRONX INTERNATIONAL - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A ROOM CONVERSION,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001034121
9,X400,BRONX INTERNATIONAL - BRONX,SCA CIP RESOA,FY22 RESO A ROOM CONVERSION,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001034122
9,X400,BRONX INTERNATIONAL - BRONX,SCA CIP RESOA,FY22 RESO A ROOM CONVERSION,Design,PNS,PNS,PNS,PNS,52488,52488.00,0.00,DSF0001034122
9,X400,BRONX INTERNATIONAL - BRONX,SCA CIP RESOA,FY22 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,769825,792000.00,0.00,DSF0001034122
9,X400,BRONX INTERNATIONAL - BRONX,SCA CIP RESOA,FY22 RESO A ROOM CONVERSION,"CM,F&E",PNS,PNS,PNS,PNS,52488,54000.00,0.00,DSF0001034122
9,X400,BRONX INTERNATIONAL - BRONX,SCA IEH,PO18-ABATE AND REPLACE DAMAGED FLOOR TILES 2ND FLOOR HALLWAY,Construction,Complete,8/5/2024,IEH,12/23/2024,IEH,166847.00,144597.00,SCA0000073232
9,X400,HS FOR VIOLIN AND DANCE - BRONX,SCA Furniture & Equipment,FY23 RESO A MOBILE SCIENCE LAB,F&E,PNS,PNS,PNS,PNS,125000,125000.00,0.00,DSF0001035315
9,X400,BRONX INTERNATIONAL - BRONX,Fast Track Projects,CTF ROOM CONVERSION,Construction,Complete,6/6/2022,FTK,10/20/2022,FTK,1244721.00,1203065.00,DSF0001009318
9,X400,MORRIS COLLAB HS TECH & HUMAN - X,Fast Track Projects,CTF ROOM CONVERSION,Construction,Complete,8/11/2022,FTK,10/20/2022,FTK,353651.00,343277.00,DSF0001034300
9,X400,BRONX INTERNATIONAL - BRONX,Fast Track Projects,LSP LIGHTING UPGRADE,Construction,In-Progress,12/27/2022,FTK,,FTK,1826915.00,10904.00,DSF0001034193
9,X400,HS FOR VIOLIN AND DANCE - BRONX,Fast Track Projects,LSP- INTERIOR SPACES,Construction,Complete,7/22/2022,FTK,2/21/2024,FTK,164788.00,153562.00,DSF0001034156
9,X400,BRONX INTERNATIONAL - BRONX,Fast Track Projects,LSP- GYM UPGRADE,Construction,Complete,7/12/2022,FTK,2/22/2024,FTK,197850.00,182244.00,DSF0001034207
9,X400,BRONX INTERNATIONAL - BRONX,Fast Track Projects,LSP- INTERIOR SPACES FOR ROOM 501,Construction,Complete,7/12/2022,FTK,2/15/2023,FTK,125369.00,96632.00,DSF0001034310
9,X400,MORRIS COLLAB HS TECH & HUMAN - X,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,130000.00,0.00,DSF0001086821
9,X400,MORRIS COLLAB HS TECH & HUMAN - X,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,8/14/2024,DIIR,10/1/2024,DIIR,200000.00,200000.00,DSF0001086822
9,X400,MORRIS COLLAB HS TECH & HUMAN - X,DOE - RESOA,FY23 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,240525.00,0.00,DSF0001034093
9,X400,HS FOR VIOLIN AND DANCE - BRONX,DOE - RESOA,FY24 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,175000.00,0.00,DSF0001086823
9,X400,BRONX INTERNATIONAL - BRONX,DOE - Skilled Trades,ACE STEAM SYSTEM OPTIMIZATION,Construction,In-Progress,3/27/2019,DOES,,DOES,249245.00,0.00,DSF0000891063
9,X400,BRONX INTERNATIONAL - BRONX,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,11/18/2024,DOES,11/27/2024,DOES,65832.00,,DSF0001085067
9,X410,HS OF BUSINESS - BRONX,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Scope,Complete,1/23/2023,5/23/2023,3/28/2023,11680,16689.00,16689.00,DSF0001083788
9,X410,HS OF BUSINESS - BRONX,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Design,Complete,3/31/2023,9/29/2023,8/2/2023,52560,51366.00,36984.00,DSF0001083788
9,X410,HS OF BUSINESS - BRONX,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Construction,In-Progress,3/29/2024,3/28/2025,,677440,597449.00,5609.00,DSF0001083788
9,X410,HS OF BUSINESS - BRONX,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,"CM,F&E",In-Progress,3/29/2024,3/28/2025,,125560,81785.00,56109.00,DSF0001083788
9,X410,NEW DIRECTIONS SECONDARY SCHOOL,DIIT - RESOA,FY 11 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,DIIR,49571.00,0.00,DSF0000801061
9,X410,P469 - THE BRONX SCHOOL FOR CONTINUOUS LEARNERS - BRONX,DOE - RESOA,FY22 RESO A STEM LAB,Construction,PNS,PNS,PNS,PNS,DOER,350777.00,0.00,DSF0001034135
9,X410,DREAMYARD PREPARATORY SCHOOL,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,150000.00,0.00,DSF0001086825
9,X410,P469 - THE BRONX SCHOOL FOR CONTINUOUS LEARNERS - BRONX,DOE - RESOA,FY24 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,250000.00,0.00,DSF0001086826
9,X410,HS OF BUSINESS - BRONX,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,6/19/2024,DOES,,DOES,65832.00,0.00,DSF0001085070
9,X411,HS OF BUSINESS - BRONX,DOE - RESOA,FY24 RESO A ATHLETIC FIELDS,Construction,In-Progress,4/1/2024,DOER,,DOER,8270513.00,0.00,DSF0001086827
9,X460,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,Scope,Complete,6/30/2022,11/16/2022,4/3/2024,133228,315614.00,268174.00,"DSF0001032073, DSF0001032074, DSF0001032075, DSF0001110768"
9,X460,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,Design,In-Progress,8/2/2024,1/7/2025,,653250,653250.00,209145.00,"DSF0001032073, DSF0001032074, DSF0001032075, DSF0001110768"
9,X460,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,Construction,PNS,PNS,PNS,PNS,14279067,14279067.00,78159.00,"DSF0001032073, DSF0001032074, DSF0001032075, DSF0001110768"
9,X460,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,"CM,F&E",PNS,PNS,PNS,PNS,1032523,1032523.00,104820.00,"DSF0001032073, DSF0001032074, DSF0001032075, DSF0001110768"
9,X460,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",SCA CIP RESOA,FY23 RESO A GYMNASIUM UPGRADE,Scope,Complete,2/6/2023,6/7/2023,6/27/2023,0,11044.00,11044.00,DSF0001036297
9,X460,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",SCA CIP RESOA,FY23 RESO A GYMNASIUM UPGRADE,Design,Complete,7/5/2023,11/20/2023,11/21/2023,29336,45084.00,816.00,DSF0001036297
9,X460,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",SCA CIP RESOA,FY23 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,1/14/2025,1/13/2026,,430260,206195.00,0.00,DSF0001036297
9,X460,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",SCA CIP RESOA,FY23 RESO A GYMNASIUM UPGRADE,"CM,F&E",In-Progress,1/14/2025,1/13/2026,,29336,18684.00,2807.00,DSF0001036297
9,X460,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",SCA Furniture & Equipment,FY25 RESO A MOBILE SCIENCE LABS,F&E,PNS,PNS,PNS,PNS,176000,176000.00,0.00,DSF0001113423
9,X460,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",DOE - RESOA,FY24 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,446766.00,0.00,DSF0001086845
9,X460,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",DOE - Skilled Trades,EMERGENCY POWER FOR QUICK CONNECT PROGRAM,Construction,In-Progress,11/30/2020,DOES,,DOES,1162719.00,0.00,DSF0000912204
9,X460,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,9/23/2024,DOES,,DOES,50832.00,0.00,DSF0001085081
9,X465,EAGLE ACADEMY FOR YOUNG MEN - BRONX,SCA CIP RESOA,FY25 RESO A IPDVS CAMERA INSTALLATION,Scope,Complete,11/21/2024,3/26/2025,11/25/2024,0,3300.00,3300.00,DSF0001113424
9,X465,EAGLE ACADEMY FOR YOUNG MEN - BRONX,SCA CIP RESOA,FY25 RESO A IPDVS CAMERA INSTALLATION,Design,In-Progress,11/25/2024,5/22/2025,,30000,26700.00,13202.00,DSF0001113424
9,X465,EAGLE ACADEMY FOR YOUNG MEN - BRONX,SCA CIP RESOA,FY25 RESO A IPDVS CAMERA INSTALLATION,Construction,PNS,PNS,PNS,PNS,440000,440000.00,0.00,DSF0001113424
9,X465,EAGLE ACADEMY FOR YOUNG MEN - BRONX,SCA CIP RESOA,FY25 RESO A IPDVS CAMERA INSTALLATION,"CM,F&E",PNS,PNS,PNS,PNS,30000,30000.00,1563.00,DSF0001113424
9,X582,GARDEN OF LEARNING AND DISCOVERY PRE-K CENTER,DOE - RESOA,FY24 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,133652.00,0.00,DSF0001086849
9,X782,THE HIGHBRIDGE GREEN SCHOOL,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113707
9,X782,THE HIGHBRIDGE GREEN SCHOOL,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113707
9,X782,THE HIGHBRIDGE GREEN SCHOOL,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113707
9,X782,THE HIGHBRIDGE GREEN SCHOOL,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113707
9,X851,P.S. 53 - BRONX,SCA CIP,PS53X @ X851/X874 OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,Complete,7/24/2024,10/23/2024,10/8/2024,52694,173898.00,160051.00,DSF0001112388
9,X851,P.S. 53 - BRONX,SCA CIP,PS53X @ X851/X874 OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT,Design,In-Progress,11/15/2024,4/4/2025,,245906,245906.00,226057.00,DSF0001112388
9,X851,P.S. 53 - BRONX,SCA CIP,PS53X @ X851/X874 OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT,Construction,PNS,PNS,PNS,PNS,3899372,3899372.00,32467.00,DSF0001112388
9,X851,P.S. 53 - BRONX,SCA CIP,PS53X @ X851/X874 OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT,"CM,F&E",PNS,PNS,PNS,PNS,386424,386424.00,31166.00,DSF0001112388
9,X851,P.S. 53 - BRONX,DOE - RESOA,FY21 RESO A PA SYSTEM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,500000.00,0.00,DSF0001007913
9,X876,BRONX LEADERSHIP ACADEMY - X,DOE - RESOA,FY24 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,175000.00,0.00,DSF0001086861
9,X909,X723 SPED - BRONX,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,12/26/2023,DOES,11/15/2024,DOES,50832.00,,DSF0001085581
9,X970,I.S. 241 - BRONX,SCA CIP,ROOF REPLACEMENT,Scope,Complete,2/24/2020,7/8/2020,11/29/2021,90790,81337.00,79684.00,DSF0000960683
9,X970,I.S. 241 - BRONX,SCA CIP,ROOF REPLACEMENT,Design,Complete,12/8/2021,5/11/2022,5/10/2022,453950,403525.00,346897.00,DSF0000960683
9,X970,I.S. 241 - BRONX,SCA CIP,ROOF REPLACEMENT,Construction,In-Progress,9/1/2022,8/15/2025,,10213875,9341753.00,8123526.00,DSF0000960683
9,X970,I.S. 241 - BRONX,SCA CIP,ROOF REPLACEMENT,"CM,F&E",In-Progress,9/1/2022,8/15/2025,,636178,265981.00,260452.00,DSF0000960683
9,X970,I.S. 241 - BRONX,SCA CIP,IPDVS INSTALLATION,Scope,Complete,3/22/2022,7/20/2022,4/12/2022,3732,3456.00,3456.00,DSF0001034365
9,X970,I.S. 241 - BRONX,SCA CIP,IPDVS INSTALLATION,Design,Complete,4/12/2022,10/5/2022,7/27/2022,16793,13824.00,13824.00,DSF0001034365
9,X970,I.S. 241 - BRONX,SCA CIP,IPDVS INSTALLATION,Construction,In-Progress,4/14/2023,2/7/2024,,216439,205597.00,150032.00,DSF0001034365
9,X970,I.S. 241 - BRONX,SCA CIP,IPDVS INSTALLATION,"CM,F&E",In-Progress,4/14/2023,2/7/2024,,194338,189756.00,177835.00,DSF0001034365
9,X970,MOTT HALL BRONX HS - BRONX,SCA Furniture & Equipment,FY25 RESO A MOBILE SCIENCE LABS,F&E,PNS,PNS,PNS,PNS,300000,300000.00,0.00,DSF0001113442
9,X970,VALIDUS PREPRATORY ACADEMY -X,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,306000.00,0.00,DSF0001113441
9,X970,I.S. 241 - BRONX,DOE - RESOA,FY21 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,4/30/2022,DOER,,DOER,646553.00,0.00,DSF0001007914
9,X970,I.S. 241 - BRONX,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,4/8/2024,DOES,,DOES,516339.00,0.00,DSF0001085779
